,song_id,up_votes/total_votes,up_votes,down_votes,difficulty,notes,bombs,BPM,obstacles,NJS,NJSOffset,length,duration
121,33725.0,0.8888888888888888,32.0,4.0,3.0,272.0,0.0,128.0,12.0,16.0,-0.25,76.0,164.0
122,33725.0,0.8888888888888888,32.0,4.0,4.0,316.0,6.0,128.0,102.0,20.0,0.5,76.0,164.0
123,33725.0,0.8888888888888888,32.0,4.0,2.0,206.0,0.0,128.0,6.0,14.0,0.0,76.0,164.0
124,33725.0,0.8888888888888888,32.0,4.0,1.0,148.0,0.0,128.0,8.0,12.0,0.5,76.0,164.0
125,33732.0,0.675,27.0,13.0,4.0,1419.0,36.0,280.0,2.0,22.0,0.30000001192092896,232.0,1085.375
126,33733.0,0.9,27.0,3.0,4.0,1002.0,72.0,192.0,20.0,19.0,0.0,146.0,468.0
127,33734.0,0.4,2.0,3.0,3.0,494.0,18.0,140.0,8.0,14.0,0.0,122.0,286.0
128,33734.0,0.4,2.0,3.0,4.0,649.0,26.0,140.0,9.0,16.0,0.0,122.0,286.0
129,33735.0,0.42857142857142855,3.0,4.0,3.0,211.0,0.0,125.0,0.0,12.0,0.0,63.0,131.375
130,33738.0,0.4,2.0,3.0,4.0,1088.0,0.0,220.0,0.0,23.0,0.30000001192092896,105.0,386.75
131,33740.0,0.0,0.0,13.0,4.0,1431.0,10.0,200.0,30.0,27.0,0.0,147.0,492.63165283203125
132,33741.0,0.75,15.0,5.0,3.0,870.0,78.0,147.0,92.0,18.0,0.0,246.0,603.0347290039062
133,33745.0,1.0,10.0,0.0,2.0,835.0,18.0,156.0,4.0,12.0,0.0,219.0,571.072917
134,33746.0,0.9552238805970149,64.0,3.0,4.0,2134.0,76.0,176.0,148.0,20.0,-0.20000000298023224,240.0,704.0
135,33747.0,0.9130434782608695,21.0,2.0,3.0,785.0,18.0,174.02000427246094,110.0,14.0,0.0,223.0,646.9060668945312
136,33747.0,0.9130434782608695,21.0,2.0,2.0,785.0,18.0,174.02000427246094,110.0,12.0,0.0,223.0,646.9060668945312
137,33749.0,0.9807692307692307,255.0,5.0,3.0,537.0,0.0,120.2300033569336,59.0,15.0,0.0,185.0,372.4509582519531
138,33750.0,1.0,1.0,0.0,0.0,134.0,70.0,80.0,48.0,12.0,0.0,96.0,128.0
139,33750.0,1.0,1.0,0.0,2.0,218.0,0.0,80.0,48.0,12.0,0.0,96.0,129.0
140,33752.0,0.9090909090909091,10.0,1.0,3.0,657.0,8.0,163.0,35.0,20.0,0.0,127.0,347.7325134277344
141,33752.0,0.9090909090909091,10.0,1.0,2.0,604.0,12.0,163.0,35.0,15.0,0.0,127.0,347.7325134277344
142,33755.0,0.9468085106382979,89.0,5.0,4.0,1826.0,6.0,170.0,80.0,20.0,-0.25,249.0,705.6430053710938
143,33757.0,0.5,4.0,4.0,3.0,1904.0,12.0,201.0,28.0,20.0,-0.10000000149011612,107.0,361.3492736816406
144,33757.0,0.5,4.0,4.0,4.0,1952.0,12.0,201.0,51.0,20.0,-0.10000000149011612,107.0,361.3492736816406
145,33757.0,0.5,4.0,4.0,2.0,1863.0,12.0,201.0,28.0,20.0,-0.10000000149011612,107.0,361.3492736816406
146,33759.0,0.782608695652174,18.0,5.0,3.0,603.0,0.0,192.0,21.0,18.0,0.4000000059604645,153.0,490.5
147,33762.0,0.6923076923076923,9.0,4.0,4.0,302.0,0.0,190.33799743652344,0.0,18.0,0.0,29.0,95.0
148,33763.0,0.3333333333333333,1.0,2.0,3.0,721.0,86.0,155.0,160.0,12.0,0.0,133.0,344.25
149,33764.0,0.8695652173913043,20.0,3.0,4.0,1898.0,1067.0,175.0,613.0,21.0,-0.20000000298023224,279.0,816.25
150,33765.0,0.9399477806788512,360.0,23.0,3.0,763.0,13.0,196.0,48.0,15.0,0.5,207.0,679.0
151,33766.0,0.9298245614035088,53.0,4.0,4.0,1161.0,0.0,128.0,104.0,20.0,0.20000000298023224,247.0,528.48291015625
152,33767.0,0.6,18.0,12.0,4.0,300.0,0.0,170.0,6.0,20.0,0.0,69.0,196.0000762939453
153,33768.0,0.9714285714285714,34.0,1.0,4.0,1103.0,15.0,160.0,0.0,20.0,0.0,215.0,575.5
154,33769.0,0.0,0.0,3.0,3.0,869.0,36.0,169.0,118.0,12.0,0.0,171.0,484.25
155,33769.0,0.0,0.0,3.0,4.0,1189.0,9.0,169.0,49.0,12.0,0.0,171.0,482.25
156,33769.0,0.0,0.0,3.0,2.0,647.0,141.0,169.0,99.0,12.0,0.0,171.0,483.25
157,33770.0,0.8444444444444444,38.0,7.0,4.0,869.0,10.0,151.0,2.0,22.0,-0.6000000238418579,128.0,322.6112365722656
158,33771.0,0.813953488372093,35.0,8.0,0.0,219.0,0.0,164.0,6.0,0.0,0.0,165.0,452.0
159,33771.0,0.813953488372093,35.0,8.0,3.0,445.0,5.0,164.0,12.0,0.0,0.0,165.0,452.0
160,33771.0,0.813953488372093,35.0,8.0,2.0,405.0,0.0,164.0,12.0,12.0,0.0,165.0,452.0
161,33771.0,0.813953488372093,35.0,8.0,1.0,272.0,0.0,164.0,9.0,0.0,0.0,165.0,452.0
162,33772.0,1.0,8.0,0.0,4.0,814.0,0.0,124.0,13.0,17.0,0.0,160.0,331.0
163,33773.0,0.9765625,125.0,3.0,0.0,0.0,0.0,330.0,2130.0,25.0,0.0,0.0,0.0
164,33773.0,0.9765625,125.0,3.0,4.0,1867.0,0.0,330.0,2131.0,25.0,0.0,111.0,614.875
165,33774.0,0.8333333333333334,35.0,7.0,4.0,1965.0,24.0,196.0,21.0,23.0,-0.20000000298023224,208.0,680.4573364257812
166,33775.0,0.6,3.0,2.0,4.0,988.0,23.0,100.0,19.0,18.0,0.0,179.0,298.98333740234375
167,33776.0,0.9342105263157895,71.0,5.0,3.0,1888.0,0.0,170.3000030517578,2.0,14.0,0.25,321.0,911.5
168,33776.0,0.9342105263157895,71.0,5.0,4.0,2094.0,0.0,170.3000030517578,2.0,19.0,0.25,321.0,911.5
169,33776.0,0.9342105263157895,71.0,5.0,2.0,1370.0,0.0,170.3000030517578,2.0,14.0,0.25,321.0,911.5
170,33778.0,0.6896551724137931,20.0,9.0,4.0,1212.0,0.0,108.0,0.0,17.0,0.0,280.0,504.17999267578125
171,33779.0,0.5,3.0,3.0,3.0,506.0,0.0,130.0,20.0,15.0,0.0,51.0,111.0
172,33780.0,1.0,13.0,0.0,4.0,672.0,0.0,108.0,0.0,18.0,0.25,197.0,355.75
173,33781.0,0.9112903225806451,113.0,11.0,3.0,656.0,38.0,150.0,27.0,12.699999809265137,0.0,173.0,434.0
174,33782.0,0.9090909090909091,10.0,1.0,3.0,911.0,7.0,114.0,22.0,16.0,-0.5,233.0,443.625
175,33783.0,0.967741935483871,30.0,1.0,4.0,902.0,18.0,133.0,64.0,18.0,-0.5,175.0,389.625
176,33784.0,1.0,9.0,0.0,4.0,868.0,0.0,159.00999450683594,13.0,16.0,0.0,185.0,490.5
177,33786.0,0.9534883720930233,82.0,4.0,3.0,905.0,80.0,143.0,9.0,18.0,0.0,234.0,559.3583984375
178,33786.0,0.9534883720930233,82.0,4.0,2.0,759.0,40.0,143.0,9.0,12.0,1.0,234.0,559.3583984375
179,33786.0,0.9534883720930233,82.0,4.0,1.0,447.0,0.0,143.0,9.0,10.0,0.0,234.0,559.3583984375
180,33787.0,0.8333333333333334,10.0,2.0,4.0,994.0,68.0,160.0,19.0,21.0,0.0,254.0,679.5
181,33788.0,0.975,156.0,4.0,4.0,1013.0,0.0,146.0,0.0,17.0,0.10000000149011612,199.0,485.0989990234375
182,33789.0,0.9701492537313433,130.0,4.0,3.0,1044.0,0.0,179.69400024414062,36.0,18.0,0.0,218.0,654.0
183,33790.0,0.6666666666666666,8.0,4.0,3.0,696.0,20.0,123.0,115.0,18.0,0.10000000149011612,233.0,479.5
184,33790.0,0.6666666666666666,8.0,4.0,2.0,581.0,13.0,123.0,115.0,18.0,0.10000000149011612,233.0,479.5
185,33790.0,0.6666666666666666,8.0,4.0,1.0,446.0,6.0,123.0,115.0,15.0,0.10000000149011612,233.0,479.5
186,33792.0,0.21052631578947367,4.0,15.0,4.0,2184.0,4.0,208.0,21.0,24.0,0.0,237.0,824.5247192382812
187,33794.0,0.5,4.0,4.0,4.0,1776.0,149.0,128.0,98.0,23.0,0.25,205.0,437.5973205566406
188,33800.0,0.75,3.0,1.0,4.0,29.0,0.0,120.0,0.0,16.0,0.0,7.0,14.000000953674316
189,33801.0,0.96,24.0,1.0,4.0,2218.0,30.0,250.0,151.0,19.0,0.0,227.0,947.4166870117188
190,33803.0,0.16666666666666666,1.0,5.0,3.0,1874.0,34.0,185.0,169.0,23.0,-0.4000000059604645,143.0,443.48480224609375
191,33803.0,0.16666666666666666,1.0,5.0,4.0,1874.0,34.0,185.0,169.0,26.0,0.0,143.0,443.48480224609375
192,33804.0,1.0,2.0,0.0,4.0,1609.0,0.0,126.0,12.0,17.988365173339844,0.0,368.0,774.3823852539062
193,33806.0,0.8695652173913043,20.0,3.0,4.0,1545.0,0.0,200.0,0.0,21.0,0.25,153.0,512.566650390625
194,33810.0,1.0,2.0,0.0,3.0,735.0,0.0,116.0,63.0,14.0,0.0,289.0,559.857177734375
195,33810.0,1.0,2.0,0.0,4.0,997.0,0.0,116.0,55.0,19.0,0.0,289.0,559.8571166992188
196,33812.0,0.9478672985781991,200.0,11.0,3.0,528.0,21.0,201.8459930419922,43.0,18.0,0.0,178.0,599.9268798828125
197,33813.0,0.8571428571428571,6.0,1.0,4.0,238.0,0.0,208.0,179.0,23.0,-0.30000001192092896,26.0,92.0
198,33815.0,0.8181818181818182,18.0,4.0,4.0,159.0,0.0,120.0,0.0,18.0,-0.30000001192092896,17.0,34.5
199,33817.0,0.9473684210526315,18.0,1.0,4.0,28.0,0.0,120.0,0.0,18.0,0.0,9.0,18.25
200,33818.0,0.7352941176470589,25.0,9.0,4.0,755.0,4.0,172.0,1.0,22.0,-0.25,88.0,253.75
201,33821.0,0.6666666666666666,90.0,45.0,3.0,565.0,0.0,174.0,0.0,13.0,0.0,144.0,420.0
202,33822.0,0.4,2.0,3.0,3.0,473.0,0.0,50.0,0.0,12.0,0.0,151.0,126.0
203,33823.0,0.1,1.0,9.0,0.0,166.0,16.0,140.0,12.0,12.0,0.0,171.0,401.0000305175781
204,33823.0,0.1,1.0,9.0,3.0,738.0,16.0,140.0,24.0,12.0,0.0,171.0,401.0000305175781
205,33823.0,0.1,1.0,9.0,2.0,700.0,16.0,140.0,24.0,12.0,0.0,171.0,400.8998718261719
206,33823.0,0.1,1.0,9.0,1.0,425.0,14.0,140.0,17.0,12.0,0.0,171.0,400.89996337890625
207,33824.0,0.9518072289156626,79.0,4.0,3.0,1814.0,0.0,120.0,11.0,14.0,0.5,515.0,1031.0
208,33826.0,0.5454545454545454,6.0,5.0,2.0,578.0,0.0,128.0,12.0,12.0,0.0,196.0,420.1535949707031
209,33827.0,0.5,2.0,2.0,0.0,0.0,0.0,80.0,0.0,12.0,0.0,0.0,0.0
210,33830.0,0.896551724137931,52.0,6.0,4.0,2806.0,76.0,200.0,189.0,22.0,-0.25,317.0,1059.933349609375
211,33832.0,0.9682539682539683,61.0,2.0,3.0,901.0,3.0,172.0,14.0,16.0,0.5,280.0,803.1246337890625
212,33832.0,0.9682539682539683,61.0,2.0,4.0,978.0,18.0,172.0,2.0,20.0,0.0,280.0,803.1246337890625
213,33832.0,0.9682539682539683,61.0,2.0,2.0,758.0,0.0,172.0,14.0,13.0,0.5,280.0,803.1666259765625
214,33833.0,0.971830985915493,138.0,4.0,4.0,963.0,0.0,92.0,30.0,18.0,0.20000000298023224,211.0,324.0
215,33834.0,0.9473684210526315,270.0,15.0,3.0,518.0,0.0,130.0,0.0,12.5,0.0,101.0,220.75
216,33835.0,0.6666666666666666,12.0,6.0,3.0,479.0,4.0,250.0,18.0,15.10881519317627,0.0,127.0,530.0
217,33839.0,0.9310344827586207,27.0,2.0,4.0,1515.0,0.0,256.0,0.0,25.0,0.20000000298023224,120.0,513.9999389648438
218,33840.0,1.0,4.0,0.0,0.0,0.0,0.0,135.0,0.0,16.0,0.0,0.0,0.0
219,33840.0,1.0,4.0,0.0,3.0,414.0,0.0,135.0,8.0,16.0,0.0,163.0,368.0
220,33841.0,0.9415584415584416,145.0,9.0,4.0,711.0,0.0,142.0,60.0,12.0,0.0,202.0,479.5
221,33843.0,0.7222222222222222,13.0,5.0,4.0,1275.0,92.0,160.0,235.0,19.0,-0.20000000298023224,227.0,605.6799926757812
222,33846.0,0.8292682926829268,34.0,7.0,4.0,1587.0,16.0,190.0,12.0,22.0,-0.10000000149011612,235.0,744.2206420898438
223,33848.0,0.2962962962962963,16.0,38.0,3.0,2297.0,18.0,130.0,1.0,15.0,-0.30000001192092896,313.0,680.0
